idx	num_cells	cell_types	K562_score 	THP1_score 
1158	2	1.0	0.15726817042606517	-0.27382550335570466
1165	2	0.5	0.05388471177944862	0.08961329498242243
1173	2	1.0	0.16729323308270674	-0.5035314797059763
1177	3	0.6666666666666666	0.09022556390977447	-0.15820816022158302
1232	3	0.6666666666666666	0.14995822890559732	-0.027900287631831205
1237	2	1.0	0.046992481203007516	-0.5114093959731544
1240	2	1.0	0.2932330827067669	-0.5976669862575903
1260	2	1.0	0.0012531328320802004	-0.5087567913071269
1266	2	1.0	0.03759398496240601	-0.37583892617449666
1292	2	1.0	0.20739348370927316	-0.6476510067114094
1295	2	0.5	0.021303258145363407	-0.12607861936721
1351	2	1.0	0.008145363408521317	-0.5699744327261106
1366	2	0.5	0.1328320802005013	-0.18000958772770848
1439	2	0.0	-0.17857142857142855	0.5062000639181847
